57159287,17853725
90016762,19215181
88615223,366975
53431859,48490792
8697313,3789297
341304,-1
13483566,79408580
1186564,14650474
1186564,70620482
5206077,-1
42343539,23884192
42343539,50266200
71642104,61018916
80446090,74517648
59498607,80274237
31626761,7649787
5916321,5394092
175436,3902641
76992048,18958146
87191125,64766945
93863705,57016524
93863705,72148457
93863705,97475352
86461816,99675687
54675233,42060507
54675233,58012785
50286683,36161753
82037849,65345492
5257602,2729484
5257602,7368752
5257602,64555232
93441337,68157
93441337,244548
93441337,2187979
93441337,8067754
2426189,93601543
91118063,10982518
57987948,33483174
90446568,32378363
90446568,46455935
90446568,67142287
84719580,530750
9623967,22622
8160577,18163481
8160577,29159984
1108870,2959275
1108870,61806257
83300756,86266089
40768424,135738
16807437,19182800
22916992,-1
116073,2990228
46534226,4762651
20678980,2975872
42253688,34080365
51911236,51492470
9968276,30762757
9968276,64252576
3723731,1247577
3723731,6084140
3723731,29795657
3723731,37200032
3723731,70043488
7356191,7018492
37544588,22268825
19219563,43629678
64906378,17503178
54265349,46150860
59001081,6364
51598272,51016986
25564500,7425509
29253220,9309775
2670922,77470133
2144478,8333178
74439308,75580728
74439308,91739732
75808083,988143
31624,248100
31624,3276109
31624,8199285
31624,9897292
31624,21980695
31624,40984364
33595503,1912440
33595503,79556232
4613870,7860088
90239597,97590012
93975333,22592548
95252038,49494386
95252038,94651795
83975916,86653854
84711865,62630434
84711865,77982348
33191186,79804603
43415163,93030451
21530171,59794593
85739309,2332891
7943507,455194
7943507,5465409
7943507,37475504
7943507,85604324
7943507,92945450
7943507,96512305
47397968,79810600
47397968,82063985
94102638,2296683
22984040,63166127
8361954,212187
5795477,96284075
5661258,2884856
5661258,4011383
8023265,9917526
3342938,97410973
23143009,8603746
42366427,96694826
83697258,53399523
24252432,80427773
9525809,36485701
47047753,15321072
73356094,3302746
73356094,14346273
73356094,45285804
73356094,77495450
10231502,2080988
6046096,70596207
17874902,1644950
17874902,23657542
17874902,39843208
17874902,43251651
17874902,48796364
17874902,74064975
38627821,84292665
412243,34273779
43698278,2854020
43698278,9876391
18743957,78636632
20862681,23683471
86367628,564965
9893477,4498762
51307410,14428285
17085539,30977444
5636511,2407310
76589935,18776066
85189043,983019
65494728,4624533
7074191,55423708
1441891,4772015
79175072,30104053
79175072,31947765
79175072,46873430
79175072,58604461
1207115,3869367
1796463,1397613
57101328,8312067
32997432,8956286
32997432,66558635
33590603,58164346
92083777,90208027
54087421,251137
2252431,93806021
3494057,1893854
70032872,69478877
70032872,76347000
13285830,-1
97651256,9434063
97651256,68862337
97651256,79091024
97651256,96987908
38911591,4395912
85431419,24581622
8209597,9193381
29587613,75869991
91682385,89710442
56330690,-1
40633402,58653389
40633402,68115136
40633402,71979890
40633402,75232302
12812113,21510112
450241,29798612
45938343,11940060
61740560,38261579
2885870,70738792
53784620,12139952
949178,8152239
949178,35186830
4693490,85361436
77843739,65782974
47760002,9949523
38391553,-1
22299755,24838880
8333387,11331
2777735,26210043
21290254,32504148
10506780,47940489
70290177,35098772
16913289,57666570
969326,51136414
93747511,53487452
10077848,753877
10077848,1656095
35859269,8325548
34479901,3055381
69262370,1639300
69262370,88206472
69262370,90286568
753877,878026
753877,10077848
8738660,5277006
80067843,77221581
95608156,2733378
94936229,28342391
41777532,-1
41777532,91922
41777532,5007312
41777532,8161595
41777532,28330779
41777532,66085724
41777532,90328529
47231762,60538508
1856805,6227839
6490805,638896
6490805,40457617
52719454,-1
23697144,-1
6428409,2108152
6428409,8810246
94190126,96301956
2952242,346441
27040261,92153050
94640084,163613
22436992,13014879
22436992,90763910
33281267,43427260
8167484,666873
2050298,-1
7385673,94975901
27157273,34167369
25671871,57991637
63899677,87677370
1781508,88322685
37498588,-1
37498588,1973231
37498588,12695544
37498588,13578216
3141942,5187623
8841981,66057688
88863599,14803186
88863599,70340115
87339944,21077115
87339944,65564162
42674442,12775201
37269741,82051340
67260119,15153637
6227839,1856805
81130693,3773142
81130693,48007069
13542460,14061307
7714926,17394850
82095441,85594309
6456471,4337001
3594768,9874195
86619309,93563086
38352202,45016100
530356,9067492
36660473,33416950
54136492,69037648
5737872,3663040
10258191,39546085
10258191,73372580
10258191,82211022
75179433,97611310
1762030,-1
1762030,4461750
1762030,6626993
20591554,36109893
1065312,4789836
99400649,66855628
99400649,71454363
3040635,2763985
3040635,29177584
95779571,85785298
93778596,96668433
9974148,7829077
9974148,8418236
39315332,547674
39315332,4935832
39315332,9048581
39315332,9769484
39315332,15673050
30020548,67794954
6065480,74670390
1180356,9485900
78001164,94314962
59607358,62129906
439338,8013894
51946613,632216
51469063,4160108
12198256,87317686
8444694,44715334
74456908,6549675
87727890,-1
897316,238525
3299146,84411014
569703,99546499
12084870,991513
12084870,13519945
2927318,4773113
95440691,137280
95440691,5206617
95440691,13959766
95440691,43865538
95440691,63447384
95440691,85555789
95440691,92557754
8752383,110573
57274901,29710728
16839778,39621692
98786837,79661691
68862337,97651256
53370004,29662682
345583,50019074
20872324,71198513
5516237,719343
96369935,1501178
62609139,38334946
94756644,5217522
94756644,7063188
75995100,72556478
96068955,22162114
4659710,8737559
1818170,81214
1818170,3283718
1818170,7189965
1818170,65042772
1818170,94992236
1120794,6168147
1120794,87429725
72599126,87827829
7252358,21485
37970799,95865051
61602975,73576220
98130940,2246470
1215000,86044847
75261193,40307820
75261193,58074985
78587275,45075389
35683688,83478836
32892367,31648882
90955196,78810006
6457487,55502689
2914513,90315712
63824608,13029023
21488404,35182620
24566393,23270351
8220611,346770
90616791,92382070
6490951,84901819
50742073,5365220
1704507,48443501
501445,3087481
94230850,96746624
5325252,5832484
91201931,398356
9597168,91428586
1375247,5973716
22445897,55335174
71310913,34639210
86805103,-1
86805103,9008641
55591637,1357094
44669660,-1
54135884,807956
25110014,46557370
25110014,88067666
40833071,7950020
71899014,11639
6816137,64516640
6816137,98844566
70356501,35766700
1959929,6417967
86263756,13791318
86263756,24720516
86263756,89097472
86263756,96574605
3842917,28603
3842917,2921104
68688213,8762039
68688213,69488832
28402772,50528120
4462098,96261540
14768898,90380014
833095,5813400
833095,18402960
8454865,90993959
45269049,6955839
61357521,92244445
46146425,1467994
4394825,73858115
18853746,9000863
603902,733876
65610410,578769
65610410,2296683
75630946,8263077
21814756,7223874
87475624,51808049
82718732,81657951
70052541,68720351
23198690,33801416
53860542,4382536
53860542,44424363
53860542,94643072
66275954,23604641
66275954,23933310
74019753,5392036
74019753,60944382
80163297,40229026
51236206,26187501
32127730,5451344
867919,1369837
867919,5078480
867919,63512132
12132469,44066448
1316601,44527406
2443551,38564447
2443551,41696936
2443551,61099770
9739967,36313268
60209753,55852302
60209753,56268218
73739270,77574802
77181655,57758496
95234700,80533178
888286,2679554
98237707,46026730
69387628,2412383
4875666,7007818
608257,34639210
644877,98585819
11840739,-1
59865415,82064516
81198904,83881342
7793626,61332805
6367608,3430843
80422043,12827388
49124131,5727527
7600046,6588530
8066375,14051285
903158,71163475
6125262,8529965
69552983,18519163
381639,34238212
7119558,6664571
64555524,38334946
50661498,27652584
4824378,78562022
48376919,24207337
6406017,15345707
47545097,5426937
1024271,55069445
8425426,4999393
238469,8698135
238469,8812067
6268601,72616220
1359712,54673605
84455212,41184913
80490744,91585530
32306588,75016
1504971,30689826
3648815,36158829
33165048,71103017
739592,65817717
18876229,48440045
18876229,51974901
47886450,67027033
78022819,44673569
78022819,94542274
32236247,46939060
75693477,-1
71667257,47464598
6521968,9860489
6521968,9952455
61578188,14819340
61578188,34980106
61578188,96535917
1708287,4071566
58653389,40633402
58653389,68115136
28051217,9676054
53836293,52114333
63574645,10263133
48402948,32142534
59605664,4865960
70986680,92496222
967662,29503682
34964952,37625909
5315155,6465797
76304451,20764218
30435063,20258048
30435063,51887179
13494454,6419843
96427381,5295896
96427381,9623363
19923198,89589643
7643121,49706263
621197,4955112
96746350,77232617
73941356,41649761
71554683,9948586
67804980,37287806
76138604,34007316
1805080,83141864
87373696,16443072
87373696,93287034
87373696,94145607
55118982,75062294
4257726,1371291
30748343,35602537
482317,2320173
482317,9398493
12378506,-1
24934362,76583347
60622435,81211050
68736066,23608450
42228989,5196797
42228989,37213978
42228989,68127935
42228989,79385838
42228989,91113509
50768958,24406050
29532675,33451538
11058642,7424577
8002681,64605627
8002681,87653176
4229213,60337708
9364367,95036697
8584928,969295
8584928,61735616
86237496,44045818
7014719,19881514
3826365,2130249
521271,6718373
284956,3176823
10272841,41858815
5320086,28695403
5320086,29349218
98584313,57032184
24080531,51589553
30966445,51008093
38720572,83955920
84673388,7299213
833187,9367742
4181836,9745302
4181836,49442068
3502159,90074
301260,1255428
6185454,64201041
6185454,72115086
7006029,4053522
42779175,87360238
96241031,31935173
96241031,49830812
96241031,75823876
92149384,5246053
46150860,54265349
63543406,3272522
1540710,4607673
4999393,314676
4999393,8425426
4999393,46892197
12496202,19503651
12496202,68961623
2913146,5584536
2913146,95034388
2750525,8843795
6774995,3249050
57676605,6631170
40379311,86718088
57980545,59042523
4647019,643093
4647019,2265208
4647019,3594622
4647019,4845552
28373089,91535858
95175323,22803877
69366173,9610553
69366173,28749643
69366173,99364030
3059197,5828782
126157,5677587
35165391,46155512
35165391,77842849
37952697,38457757
92227490,80309969
92227490,89296412
9673243,2086033
66390303,62934694
71364155,5428130
73614682,56445470
2483393,78682868
8630102,1926713
8630102,22162114
3753427,662820
3753427,867256
3753427,8881567
98240995,60071857
98240995,71360917
93968440,49221598
9909670,80454293
98619919,25666199
37991315,77882978
28457755,329563
28457755,8686490
2138324,89705569
98406982,44142797
702099,43096072
80093000,87639325
98834821,83948641
86460772,8151752
3489584,803132
41131172,4756292
41131172,9067364
4585949,7241564
98644534,54812894
20298403,63851184
15442866,96866262
2280959,128485
82291517,62796496
33752486,10811078
34684297,4520446
294051,29136612
29259685,49434925
41201444,38334918
41201444,49527287
6678836,8824020
2723764,1511022
9534996,19475568
8370143,9068420
8557022,25873303
8557022,79393039
5406242,36002374
5406242,93004400
44869529,7170817
44869529,7909840
44869529,10830520
44869529,36912848
44869529,84156476
2737725,1615478
15226132,53540100
5596154,76704904
6271443,68990930
29980344,2504545
29980344,86383897
64631456,30897443
3897456,2206357
62959068,-1
62767558,1535361
62767558,17015313
62767558,40446122
55252915,23680668
31048182,42777087
31048182,72573460
31048182,98399800
97941098,-1
37625909,34964952
37554642,4689409
57010995,37689289
27100259,89063533
7934973,245938
1325612,9447680
78741254,60052767
58347256,29949975
83408626,86159778
79179559,6662331
97159255,15705477
38220860,64463226
24204877,85846935
54249189,9751532
86266089,83300756
28393511,83359245
8058182,16250590
95115620,18760859
95115620,69170089
95441,12959354
65687539,29738166
65687539,46939060
68899674,4541498
52699609,3464292
52699609,21524177
7325772,-1
78397292,-1
6588530,7600046
29032684,19488732
95784258,1100107
41574093,6579437
380911,9569901
26865765,59690235
6338619,74564303
9205343,902023
27616657,67027033
75583611,-1
1431837,4598398
77459693,57053611
15724250,91966956
8749137,23426572
85860748,99095313
76770073,95435766
87604760,10331356
87604760,22543805
87604760,44617671
40975353,65238449
81911899,32186187
40901211,76330111
32192823,91994581
93004400,5406242
2482151,6074340
2482151,53404477
58758715,28798325
39960562,85053909
65109064,8965047
65109064,53968462
55581016,-1
55581016,52990752
82561234,32837884
2023838,44930327
55274295,44655962
55274295,80252913
7529007,-1
79351896,58113258
1242231,2188904
9717291,98738
9717291,38152726
9717291,80243122
18595238,7151372
76568124,-1
76568124,3947579
76568124,11807939
38576862,-1
5982268,5268989
5982268,7517319
72135281,-1
6331036,6225346
30319838,16472236
3747630,2788084
72230103,38049819
27071846,5612014
27071846,46517689
27071846,46610193
27071846,65816581
5187825,77655871
5187825,93697918
58604461,14288143
58604461,30104053
58604461,31947765
58604461,46873430
58604461,79175072
62795760,73685686
1783638,61768470
76450074,13490561
37542373,99154235
410290,69045382
99564758,49914750
737848,27018461
5893157,8558804
7877060,504090
151901,86399851
77362446,7131712
33297100,32027706
3388308,-1
3388308,8735784
84770059,8434225
84770059,62360599
73258489,71559397
91501614,92947394
43544221,42524057
3871264,3210285
85818124,12591466
71778909,-1
71778909,30407964
59443187,81201070
9610553,28749643
9610553,69366173
7942349,1139832
41678321,90515456
9389823,92788424
86091736,71927226
14051285,541171
14051285,3819492
14051285,6181180
14051285,7648435
14051285,8066375
14051285,79666572
14051285,88521963
93131865,-1
50956880,20688723
81364764,61599958
9131501,5016421
57113017,5706790
46317571,20832500
52729985,29937987
75511998,58406839
75511998,96986065
65345492,82037849
75224785,9226424
3245991,97054636
4505818,-1
36538608,5199444
5030512,5306364
5030512,8000000
41655531,3357661
2427661,52097231
44416631,98105517
55584944,738628
36698611,85764746
54598125,52998578
54598125,95353291
3363248,857626
26147925,79656418
70460389,24572386
8563479,19076667
19668919,6259295
20765841,94261224
86353368,29977991
40114725,68213245
16048183,7019970
31823792,-1
31823792,61033911
24363419,10469614
12193703,60321010
2932162,45284307
1899044,6669923
86727771,15368235
86727771,42500469
86727771,60007902
34454469,48697177
34454469,68219979
61478339,37985938
6086988,94915035
8676291,7540555
54169733,47919622
80486717,31948189
70533875,88586307
16634486,98399800
75648683,18747262
2364583,51908093
77487306,50602605
38842008,47691998
5437970,9825775
91691915,8418926
91691915,37608464
9894620,9674413
56944789,497683
56944789,40057575
56944789,93808517
31068979,9005700
73063211,-1
36183334,3515736
13201962,70073028
44595117,-1
55456172,48993909
52035287,41249948
48547664,4162543
97802796,1100107
97802796,92653460
36335613,94044107
88886535,45897703
17228294,61881555
2327985,4637891
2327985,8281429
17394850,7714926
17825521,-1
17825521,487186
59697310,96415164
57576169,64419268
3387875,24649421
52752455,78577067
62235302,65102909
702104,6199524
702104,6268824
702104,66457339
98684418,71973520
98684418,89398031
58470748,16703375
26584579,7269621
3628814,959092
87969748,699455
87969748,34581282
86584490,67965252
86584490,89479891
80274237,59498607
53797351,71908838
85048583,36877806
658298,39195706
20100510,97171858
2720300,76817637
41995336,16737317
45670684,4533980
45670684,6232032
45670684,16041513
45670684,21595272
45670684,37133886
45670684,73565078
45670684,84472006
10140980,9112342
3717148,8246338
5965072,1557255
33624783,-1
4326735,31705408
52316304,12882324
52316304,94434508
62583473,28324363
92976045,30653574
50749024,66231209
81883452,80427412
34330734,7200746
34330734,8278630
23913357,2152566
61769160,8031959
57542404,283495
3978026,8400898
3629401,61747395
16937446,35589509
66990842,55855424
8111616,21543397
19330422,1922548
19330422,34626399
19330422,99346527
33202050,93121112
51423538,29380914
48871831,6665977
7053249,41753819
89955624,94352892
70933016,29007584
4601598,2174505
75040154,62236341
1314338,1881323
16681425,59446719
90515728,6459025
13715377,24454352
2025812,39393493
41861984,2025731
50720407,842686
3663040,5737872
63208754,61747395
47696936,-1
88743104,8483412
4096515,507539
806310,58459798
2257687,90380014
9649028,2467188
41605834,62182060
8332298,95223695
7918234,17823120
43794171,3036703
43794171,50113892
58711774,71104096
12699783,41237003
10775503,4346493
65188724,52305235
7349413,429052
7349413,1248098
7349413,2098996
7349413,2724966
7349413,8955094
47672790,15856436
68334027,4753163
56406776,15699374
87285427,385098
268968,68049231
2197385,85712638
8664920,2030984
72833937,25281697
72833937,66905880
89806235,2772346
5612318,28613925
56268218,55852302
56268218,60209753
13897331,6958088
57776995,60979226
17834061,41156959
3055560,4489488
2991126,42275611
87346706,3335216
3802610,6723218
2404232,72170072
74064975,1644950
74064975,17874902
74064975,23657542
74064975,39843208
74064975,43251651
74064975,48796364
62873692,6631944
62873692,14944092
-1,42371
-1,87914
-1,88543
-1,118156
-1,127284
-1,170909
-1,192074
-1,202418
-1,272569
-1,275332
-1,275971
-1,287744
-1,311937
-1,323355
-1,341304
-1,349866
-1,394948
-1,406982
-1,424385
-1,449860
-1,457827
-1,531567
-1,535499
-1,550061
-1,635523
-1,704298
-1,816442
-1,831376
-1,837450
-1,850281
-1,850389
-1,852041
-1,875149
-1,893056
-1,909533
-1,997534
-1,1066299
-1,1091989
-1,1323643
-1,1432670
-1,1496432
-1,1501178
-1,1619168
-1,1659639
-1,1671317
-1,1708940
-1,1716270
-1,1733412
-1,1743412
-1,1745707
-1,1762030
-1,1803329
-1,1838472
-1,1843395
-1,1857950
-1,1867793
-1,1881377
-1,1981965
-1,2003669
-1,2039794
-1,2050298
-1,2075013
-1,2080793
-1,2117280
-1,2128627
-1,2244152
-1,2298950
-1,2334774
-1,2353889
-1,2439592
-1,2543920
-1,2567542
-1,2621359
-1,2697836
-1,2738966
-1,2762502
-1,2873294
-1,2884361
-1,2886726
-1,2929683
-1,2940979
-1,2947458
-1,2990228
-1,3009116
-1,3015720
-1,3081492
-1,3093181
-1,3227264
-1,3330335
-1,3343567
-1,3371268
-1,3388308
-1,3465716
-1,3485654
-1,3497227
-1,3535926
-1,3620711
-1,3628326
-1,3703669
-1,3790401
-1,3809597
-1,3840578
-1,3842804
-1,3881085
-1,3881160
-1,3950491
-1,4082713
-1,4096097
-1,4114683
-1,4201413
-1,4304717
-1,4417559
-1,4490142
-1,4505818
-1,4729970
-1,4747784
-1,4761079
-1,4859453
-1,4880878
-1,4904508
-1,5095594
-1,5097473
-1,5171263
-1,5198633
-1,5206077
-1,5209204
-1,5230048
-1,5248009
-1,5277220
-1,5298707
-1,5319109
-1,5337572
-1,5342622
-1,5404516
-1,5428130
-1,5449680
-1,5524294
-1,5639323
-1,5672746
-1,5673218
-1,5684559
-1,5730682
-1,5790049
-1,5837530
-1,5844153
-1,5896726
-1,5929146
-1,6001863
-1,6108583
-1,6109962
-1,6120934
-1,6155188
-1,6192568
-1,6207997
-1,6249884
-1,6251368
-1,6314471
-1,6357318
-1,6427851
-1,6432389
-1,6478493
-1,6556998
-1,6557895
-1,6559366
-1,6594596
-1,6617151
-1,6637225
-1,6748787
-1,6783993
-1,6964518
-1,7034404
-1,7114858
-1,7131712
-1,7146915
-1,7174203
-1,7214866
-1,7219787
-1,7250046
-1,7322590
-1,7325772
-1,7363921
-1,7493099
-1,7529007
-1,7552021
-1,7555139
-1,7600519
-1,7629922
-1,7796259
-1,7799383
-1,7902122
-1,7962795
-1,7990596
-1,8024423
-1,8069172
-1,8071836
-1,8081989
-1,8118899
-1,8121122
-1,8126394
-1,8209234
-1,8269441
-1,8380840
-1,8383837
-1,8412072
-1,8427247
-1,8487851
-1,8559475
-1,8598259
-1,8604959
-1,8638942
-1,8651989
-1,8674416
-1,8676637
-1,8710323
-1,8729577
-1,8735784
-1,8759777
-1,8852539
-1,8855238
-1,8996907
-1,9008641
-1,9102622
-1,9112342
-1,9210744
-1,9302133
-1,9369680
-1,9431132
-1,9441910
-1,9453847
-1,9476479
-1,9561887
-1,9574506
-1,9622089
-1,9696265
-1,9807818
-1,9844401
-1,9900075
-1,9920090
-1,9942633
-1,10010580
-1,10441220
-1,10677873
-1,10850995
-1,10887800
-1,11206244
-1,11263703
-1,11272979
-1,11297118
-1,11558246
-1,11797879
-1,11840739
-1,11859643
-1,11884806
-1,12358511
-1,12378506
-1,12627979
-1,12920675
-1,12945609
-1,13034383
-1,13047681
-1,13285830
-1,13628498
-1,13686530
-1,13826791
-1,13988111
-1,14058246
-1,14371868
-1,14446877
-1,14471009
-1,14472770
-1,15322784
-1,15377791
-1,15399582
-1,15411925
-1,15446750
-1,15478823
-1,15522883
-1,15593533
-1,15731760
-1,15770759
-1,16406435
-1,16491682
-1,16820334
-1,16920009
-1,16983156
-1,17261147
-1,17393396
-1,17443171
-1,17723135
-1,17737740
-1,17825521
-1,18064104
-1,18605377
-1,18755981
-1,18918898
-1,18973843
-1,19086722
-1,19199031
-1,19666329
-1,19759972
-1,20115028
-1,20344395
-1,20468012
-1,20522137
-1,20883416
-1,20950553
-1,20963666
-1,21064634
-1,21558328
-1,21652885
-1,21656239
-1,21848104
-1,21851086
-1,21922918
-1,22117976
-1,22128654
-1,22164723
-1,22458596
-1,22461597
-1,22568607
-1,22577725
-1,22608781
-1,22916992
-1,22945564
-1,23049691
-1,23251950
-1,23358669
-1,23367156
-1,23522205
-1,23527525
-1,23697144
-1,23856815
-1,23946130
-1,23996662
-1,24066413
-1,24222873
-1,24265549
-1,24553448
-1,24598475
-1,24742134
-1,25005662
-1,25133830
-1,25240857
-1,25463098
-1,25633924
-1,26034144
-1,26464247
-1,26652033
-1,27206725
-1,27457255
-1,27525213
-1,27899721
-1,27956612
-1,28135565
-1,28236256
-1,28273927
-1,28399927
-1,28408871
-1,28545681
-1,28572437
-1,28871564
-1,28903118
-1,28959705
-1,29021339
-1,29043783
-1,29382316
-1,29579686
-1,29847414
-1,29896608
-1,30115872
-1,30146700
-1,30407964
-1,30672364
-1,30994495
-1,31032248
-1,31151731
-1,31196060
-1,31293346
-1,31527917
-1,31823792
-1,31966693
-1,31975488
-1,32116108
-1,32138491
-1,32154449
-1,32267128
-1,32315194
-1,32377602
-1,32381129
-1,32495177
-1,32540498
-1,33000358
-1,33145944
-1,33570919
-1,33624783
-1,33634253
-1,33756938
-1,33995963
-1,34074490
-1,34109476
-1,34152037
-1,34298519
-1,35024825
-1,35136594
-1,35366299
-1,35563748
-1,35630595
-1,35659425
-1,35891229
-1,36012114
-1,36323182
-1,36370396
-1,36486266
-1,36983961
-1,37302655
-1,37437622
-1,37463470
-1,37498588
-1,37723360
-1,38214694
-1,38391553
-1,38455973
-1,38552400
-1,38576862
-1,38634743
-1,38637841
-1,38745355
-1,38868504
-1,38948701
-1,38988614
-1,39166815
-1,39204304
-1,39280740
-1,39339942
-1,39355000
-1,39425228
-1,39665172
-1,39703174
-1,39975741
-1,40070149
-1,40202516
-1,40267289
-1,40520657
-1,40540886
-1,40614061
-1,41053691
-1,41542246
-1,41777532
-1,41896660
-1,42136783
-1,42564486
-1,42611810
-1,42884010
-1,43040160
-1,43357833
-1,43564550
-1,44025932
-1,44051675
-1,44359625
-1,44512618
-1,44595117
-1,44619627
-1,44669660
-1,44721878
-1,45442336
-1,45740407
-1,45744954
-1,46053661
-1,46521522
-1,46576740
-1,46583288
-1,46634655
-1,46932285
-1,47164629
-1,47521513
-1,47577964
-1,47629849
-1,47659276
-1,47696936
-1,48345738
-1,48925267
-1,49248499
-1,49274485
-1,49332525
-1,49652540
-1,49672850
-1,49789469
-1,49822117
-1,49958140
-1,50062532
-1,50117582
-1,50193020
-1,50254421
-1,50324219
-1,50371381
-1,50432542
-1,50530520
-1,50730378
-1,50910893
-1,50998559
-1,51044130
-1,51141651
-1,51290777
-1,51555652
-1,51576730
-1,51716490
-1,51765073
-1,51832036
-1,51877122
-1,51918910
-1,52017058
-1,52022061
-1,52291394
-1,52505904
-1,52719454
-1,52805966
-1,52821253
-1,52834627
-1,52934559
-1,53149920
-1,53315366
-1,53665915
-1,53721072
-1,53998767
-1,54047690
-1,54110128
-1,54221132
-1,54266753
-1,54477496
-1,54700348
-1,54851281
-1,55091582
-1,55257471
-1,55260306
-1,55351768
-1,55554323
-1,55581016
-1,55724195
-1,56330690
-1,56570247
-1,56608837
-1,56861843
-1,56911098
-1,57013154
-1,57117602
-1,57133662
-1,57423713
-1,57533704
-1,57664526
-1,57952752
-1,58101857
-1,58164845
-1,58189478
-1,58262651
-1,58360792
-1,58450811
-1,58506078
-1,58740637
-1,58885716
-1,58898692
-1,58923861
-1,58986296
-1,59147278
-1,59235795
-1,59470551
-1,59524685
-1,59537088
-1,59557204
-1,59724980
-1,59736949
-1,60093644
-1,60119397
-1,60134219
-1,60204410
-1,60444266
-1,60579374
-1,60676022
-1,61036562
-1,61356218
-1,61576414
-1,61618931
-1,61798940
-1,61861953
-1,62000910
-1,62264864
-1,62287335
-1,62318430
-1,62418181
-1,62436901
-1,62437763
-1,62472661
-1,62547882
-1,62625374
-1,62626381
-1,62709960
-1,62865453
-1,62959068
-1,63218740
-1,63369199
-1,63921285
-1,64003258
-1,64179192
-1,64276982
-1,64300964
-1,64520332
-1,64594188
-1,64703895
-1,64858104
-1,65243894
-1,65409631
-1,65537297
-1,65586437
-1,65997957
-1,66352190
-1,66706525
-1,66779069
-1,67096026
-1,67099922
-1,67370630
-1,67657047
-1,67698077
-1,67979647
-1,68121886
-1,68421501
-1,68449228
-1,68508830
-1,68525612
-1,69201669
-1,69242160
-1,69430065
-1,69587081
-1,69623749
-1,69647617
-1,69944339
-1,69996786
-1,70174424
-1,70185202
-1,70196812
-1,70460550
-1,70475593
-1,70595743
-1,70789266
-1,70800506
-1,70944202
-1,71002539
-1,71046772
-1,71492804
-1,71546284
-1,71778909
-1,71923052
-1,72135281
-1,72211766
-1,72881069
-1,73063211
-1,73152559
-1,73242284
-1,73246454
-1,73530969
-1,73733146
-1,73761389
-1,73850921
-1,73942840
-1,74207905
-1,74401300
-1,74407263
-1,74544899
-1,74712478
-1,74734606
-1,74945523
-1,74967035
-1,75363159
-1,75480367
-1,75583611
-1,75610164
-1,75693477
-1,75902313
